truck_id,route_id,departure_date,estimated_arrival,delay
T166,R876,25/01/2019 07:00,22:12.0,0
T611,R877,25/01/2019 07:00,10:48.0,0
T267,R878,25/01/2019 07:00,19:12.0,1
T247,R879,25/01/2019 07:00,00:00.0,1
T586,R880,25/01/2019 07:00,29:24.0,0
T243,R881,25/01/2019 07:00,57:36.0,0
T167,R883,25/01/2019 07:00,32:24.0,0
T535,R884,25/01/2019 07:00,42:00.0,1
T600,R886,25/01/2019 07:00,52:48.0,0
T47,R888,25/01/2019 07:00,09:00.0,0
T26,R889,25/01/2019 07:00,37:12.0,1
T153,R890,25/01/2019 07:00,33:00.0,0
T537,R891,25/01/2019 07:00,23:24.0,1
T4,R892,25/01/2019 07:00,01:48.0,1
T144,R893,25/01/2019 07:00,03:36.0,1
T460,R894,25/01/2019 07:00,22:48.0,0
T547,R895,25/01/2019 07:00,12:36.0,0
T46,R896,25/01/2019 07:00,27:00.0,0
T593,R897,25/01/2019 07:00,09:00.0,0
T565,R898,25/01/2019 07:00,15:36.0,1
T229,R899,25/01/2019 07:00,49:48.0,0
T300,R900,25/01/2019 07:00,50:24.0,0
T25,R902,25/01/2019 07:00,20:24.0,1
T238,R903,25/01/2019 07:00,16:48.0,1
T16,R905,25/01/2019 07:00,24:36.0,1
T89,R906,25/01/2019 07:00,00:36.0,0
T27,R908,25/01/2019 07:00,27:36.0,0
T163,R909,25/01/2019 07:00,20:24.0,0
T142,R910,25/01/2019 07:00,34:48.0,1
T256,R911,25/01/2019 07:00,19:12.0,0
T202,R912,25/01/2019 07:00,55:12.0,0
T141,R913,25/01/2019 07:00,13:48.0,0
T348,R918,25/01/2019 07:00,48:36.0,0
T326,R921,25/01/2019 07:00,25:12.0,1
T41,R922,25/01/2019 07:00,42:36.0,0
T228,R923,25/01/2019 07:00,06:36.0,0
T458,R924,25/01/2019 07:00,31:48.0,0
T44,R925,25/01/2019 07:00,34:12.0,0
T116,R926,25/01/2019 07:00,09:36.0,0
T332,R927,25/01/2019 07:00,12:36.0,0
T261,R928,25/01/2019 07:00,33:36.0,0
T325,R929,25/01/2019 07:00,51:00.0,0
T260,R931,25/01/2019 07:00,32:24.0,0
T478,R932,25/01/2019 07:00,41:24.0,0
T359,R934,25/01/2019 07:00,16:48.0,0
T42,R936,25/01/2019 07:00,23:24.0,0
T405,R937,25/01/2019 07:00,37:12.0,0
T558,R938,25/01/2019 07:00,15:36.0,0
T255,R939,25/01/2019 07:00,49:48.0,0
T60,R940,25/01/2019 07:00,37:12.0,1
T293,R941,25/01/2019 07:00,40:12.0,0
T143,R942,25/01/2019 07:00,00:36.0,0
T204,R943,25/01/2019 07:00,16:12.0,0
T119,R944,25/01/2019 07:00,12:36.0,0
T435,R945,25/01/2019 07:00,07:12.0,0
T114,R946,25/01/2019 07:00,10:48.0,0
T583,R947,25/01/2019 07:00,27:00.0,0
T98,R948,25/01/2019 07:00,34:48.0,1
T369,R950,25/01/2019 07:00,00:36.0,0
T551,R951,25/01/2019 07:00,37:12.0,0
T275,R953,25/01/2019 07:00,10:48.0,0
T242,R954,25/01/2019 07:00,28:48.0,1
T245,R956,25/01/2019 07:00,14:24.0,0
T193,R957,25/01/2019 07:00,21:36.0,0
T475,R958,25/01/2019 07:00,50:24.0,0
T254,R959,25/01/2019 07:00,23:24.0,0
T581,R960,25/01/2019 07:00,34:12.0,0
T410,R961,25/01/2019 07:00,17:24.0,1
T7,R966,25/01/2019 07:00,54:36.0,0
T192,R970,25/01/2019 07:00,38:24.0,1
T139,R971,25/01/2019 07:00,20:24.0,0
T68,R974,25/01/2019 07:00,33:36.0,0
T280,R975,25/01/2019 07:00,40:48.0,0
T350,R976,25/01/2019 07:00,58:12.0,0
T253,R977,25/01/2019 07:00,52:48.0,0
T319,R979,25/01/2019 07:00,42:00.0,1
T76,R980,25/01/2019 07:00,41:24.0,0
T366,R982,25/01/2019 07:00,34:48.0,0
T398,R984,25/01/2019 07:00,39:00.0,1
T303,R985,25/01/2019 07:00,04:48.0,1
T227,R986,25/01/2019 07:00,37:12.0,0
T487,R988,25/01/2019 07:00,37:12.0,0
T272,R989,25/01/2019 07:00,09:36.0,0
T58,R991,25/01/2019 07:00,46:48.0,1
T35,R992,25/01/2019 07:00,07:48.0,0
T423,R993,25/01/2019 07:00,08:24.0,1
T543,R994,25/01/2019 07:00,07:48.0,1
T151,R995,25/01/2019 07:00,05:24.0,0
T393,R996,25/01/2019 07:00,08:24.0,0
T450,R998,25/01/2019 07:00,44:24.0,0
T51,R999,25/01/2019 07:00,26:24.0,1
T262,R1001,25/01/2019 07:00,17:24.0,1
T442,R1002,25/01/2019 07:00,06:36.0,0
T168,R1004,25/01/2019 07:00,16:48.0,1
T172,R1005,25/01/2019 07:00,27:36.0,0
T231,R1007,25/01/2019 07:00,54:00.0,1
T513,R1008,25/01/2019 07:00,29:24.0,0
T97,R1057,25/01/2019 07:00,48:36.0,0
T329,R1062,25/01/2019 07:00,30:00.0,0
T210,R1066,25/01/2019 07:00,07:48.0,0
T222,R1067,25/01/2019 07:00,55:48.0,1
T452,R1068,25/01/2019 07:00,10:12.0,1
T155,R1069,25/01/2019 07:00,49:12.0,0
T556,R1070,25/01/2019 07:00,42:36.0,1
T322,R1071,25/01/2019 07:00,03:00.0,0
T252,R1072,25/01/2019 07:00,24:36.0,0
T148,R1073,25/01/2019 07:00,24:00.0,0
T218,R1075,25/01/2019 07:00,52:48.0,0
T292,R1076,25/01/2019 07:00,16:48.0,0
T401,R1077,25/01/2019 07:00,34:48.0,0
T55,R1080,25/01/2019 07:00,04:12.0,0
T159,R1081,25/01/2019 07:00,30:36.0,0
T574,R1082,25/01/2019 07:00,42:00.0,0
T453,R1083,25/01/2019 07:00,48:36.0,1
T294,R1084,25/01/2019 07:00,37:12.0,0
T185,R1085,25/01/2019 07:00,27:36.0,0
T364,R1086,25/01/2019 07:00,16:48.0,1
T495,R1087,25/01/2019 07:00,05:24.0,1
T571,R1088,25/01/2019 07:00,35:24.0,0
T562,R1089,25/01/2019 07:00,40:12.0,1
T187,R1090,25/01/2019 07:00,55:12.0,0
T334,R1091,25/01/2019 07:00,00:36.0,0
T346,R1092,25/01/2019 07:00,27:00.0,0
T461,R1094,25/01/2019 07:00,27:36.0,1
T92,R1095,25/01/2019 07:00,55:12.0,0
T396,R1097,25/01/2019 07:00,42:00.0,0
T368,R1098,25/01/2019 07:00,54:00.0,0
T615,R1100,25/01/2019 07:00,25:48.0,0
T6,R1101,25/01/2019 07:00,55:12.0,0
T352,R1102,25/01/2019 07:00,36:00.0,1
T375,R1103,25/01/2019 07:00,20:24.0,0
T413,R1104,25/01/2019 07:00,06:00.0,0
T417,R1153,25/01/2019 07:00,52:12.0,1
T149,R1158,25/01/2019 07:00,00:00.0,0
T517,R1161,25/01/2019 07:00,13:12.0,1
T264,R1162,25/01/2019 07:00,19:12.0,1
T518,R1163,25/01/2019 07:00,30:36.0,0
T268,R1164,25/01/2019 07:00,06:00.0,0
T318,R1165,25/01/2019 07:00,10:48.0,0
T54,R1166,25/01/2019 07:00,09:36.0,0
T592,R1167,25/01/2019 07:00,06:36.0,1
T481,R1168,25/01/2019 07:00,27:36.0,0
T53,R1169,25/01/2019 07:00,33:36.0,0
T291,R1171,25/01/2019 07:00,09:00.0,0
T138,R1172,25/01/2019 07:00,23:24.0,0
T598,R1173,25/01/2019 07:00,39:00.0,1
T15,R1175,25/01/2019 07:00,04:12.0,0
T451,R1177,25/01/2019 07:00,34:12.0,1
T165,R1178,25/01/2019 07:00,31:48.0,0
T160,R1179,25/01/2019 07:00,49:48.0,0
T500,R1180,25/01/2019 07:00,42:36.0,1
T278,R1181,25/01/2019 07:00,28:48.0,1
T597,R1182,25/01/2019 07:00,01:12.0,1
T341,R1183,25/01/2019 07:00,07:48.0,0
T38,R1184,25/01/2019 07:00,22:48.0,1
T74,R1185,25/01/2019 07:00,09:00.0,0
T103,R1186,25/01/2019 07:00,52:48.0,1
T289,R1187,25/01/2019 07:00,48:36.0,0
T389,R1188,25/01/2019 07:00,31:12.0,0
T480,R1190,25/01/2019 07:00,45:00.0,1
T464,R1191,25/01/2019 07:00,17:24.0,0
T297,R1193,25/01/2019 07:00,25:48.0,0
T169,R1194,25/01/2019 07:00,51:36.0,0
T61,R1196,25/01/2019 07:00,50:24.0,0
T273,R1197,25/01/2019 07:00,12:36.0,1
T601,R1198,25/01/2019 07:00,54:36.0,0
T338,R1199,25/01/2019 07:00,20:24.0,0
T203,R1200,25/01/2019 07:00,27:00.0,1
T584,R1201,25/01/2019 07:00,12:36.0,1
T507,R1206,25/01/2019 07:00,49:48.0,0
T526,R1210,25/01/2019 07:00,34:12.0,1
T503,R1211,25/01/2019 07:00,16:12.0,0
T285,R1214,25/01/2019 07:00,28:48.0,0
T127,R1215,25/01/2019 07:00,43:12.0,1
T11,R1216,25/01/2019 07:00,54:00.0,0
T514,R1217,25/01/2019 07:00,48:36.0,1
T505,R1219,25/01/2019 07:00,37:12.0,1
T335,R1220,25/01/2019 07:00,37:12.0,0
T372,R1221,25/01/2019 07:00,04:48.0,0
T282,R1223,25/01/2019 07:00,30:36.0,0
T283,R1225,25/01/2019 07:00,34:12.0,1
T40,R1226,25/01/2019 07:00,33:36.0,0
T456,R1228,25/01/2019 07:00,34:48.0,0
T445,R1229,25/01/2019 07:00,13:12.0,0
T490,R1231,25/01/2019 07:00,42:36.0,1
T154,R1232,25/01/2019 07:00,03:00.0,0
T95,R1233,25/01/2019 07:00,03:36.0,0
T28,R1234,25/01/2019 07:00,10:12.0,1
T455,R1235,25/01/2019 07:00,02:24.0,0
T492,R1236,25/01/2019 07:00,03:36.0,0
T65,R1238,25/01/2019 07:00,43:48.0,0
T599,R1239,25/01/2019 07:00,22:12.0,1
T132,R1241,25/01/2019 07:00,12:36.0,1
T358,R1242,25/01/2019 07:00,03:36.0,0
T330,R1244,25/01/2019 07:00,12:00.0,1
T323,R1245,25/01/2019 07:00,22:48.0,1
T402,R1247,25/01/2019 07:00,49:12.0,1
T331,R1248,25/01/2019 07:00,24:36.0,0
T528,R1249,25/01/2019 07:00,27:00.0,0
T342,R1254,25/01/2019 07:00,34:48.0,0
T195,R1258,25/01/2019 07:00,45:00.0,0
T403,R1259,25/01/2019 07:00,57:00.0,0
T266,R1261,25/01/2019 07:00,48:00.0,0
T386,R1262,25/01/2019 07:00,24:36.0,0
T301,R1263,25/01/2019 07:00,13:48.0,0
T422,R1264,25/01/2019 07:00,40:12.0,1
T424,R1265,25/01/2019 07:00,58:48.0,0
T467,R1267,25/01/2019 07:00,33:00.0,0
T225,R1268,25/01/2019 07:00,15:36.0,0
T555,R1269,25/01/2019 07:00,37:12.0,0
T250,R1271,25/01/2019 07:00,42:00.0,0
T384,R1273,25/01/2019 07:00,31:48.0,0
T265,R1274,25/01/2019 07:00,33:36.0,0
T553,R1275,25/01/2019 07:00,07:48.0,0
T274,R1276,25/01/2019 07:00,37:12.0,0
T459,R1277,25/01/2019 07:00,45:36.0,0
T63,R1278,25/01/2019 07:00,58:48.0,0
T354,R1279,25/01/2019 07:00,45:36.0,1
T20,R1280,25/01/2019 07:00,49:12.0,0
T284,R1281,25/01/2019 07:00,19:12.0,0
T208,R1282,25/01/2019 07:00,31:12.0,1
T496,R1283,25/01/2019 07:00,18:36.0,0
T443,R1284,25/01/2019 07:00,06:00.0,0
T484,R1286,25/01/2019 07:00,55:48.0,1
T171,R1287,25/01/2019 07:00,24:00.0,1
T217,R1289,25/01/2019 07:00,07:48.0,0
T499,R1290,25/01/2019 07:00,37:48.0,0
T340,R1292,25/01/2019 07:00,06:00.0,0
T566,R1293,25/01/2019 07:00,24:00.0,0
T465,R1294,25/01/2019 07:00,45:36.0,0
T108,R1295,25/01/2019 07:00,51:36.0,1
T577,R1296,25/01/2019 07:00,48:00.0,0
T312,R1297,25/01/2019 07:00,12:00.0,1
T486,R1298,25/01/2019 07:00,04:48.0,0
T407,R1302,25/01/2019 07:00,34:48.0,1
T371,R1303,25/01/2019 07:00,54:36.0,0
T40,R1306,28/01/2019 07:00,02:24.0,0
T69,R1308,28/01/2019 07:00,32:24.0,0
T542,R1309,28/01/2019 07:00,24:36.0,0
T63,R1310,28/01/2019 07:00,22:48.0,1
T93,R1312,28/01/2019 07:00,07:48.0,1
T16,R1313,28/01/2019 07:00,18:36.0,1
T1,R1315,28/01/2019 07:00,23:24.0,0
T338,R1316,28/01/2019 07:00,49:48.0,0
T428,R1319,28/01/2019 07:00,48:36.0,0
T575,R1321,28/01/2019 07:00,49:48.0,0
T553,R1323,28/01/2019 07:00,07:48.0,1
T358,R1324,28/01/2019 07:00,45:00.0,1
T395,R1326,28/01/2019 07:00,23:24.0,0
T337,R1327,28/01/2019 07:00,49:48.0,0
T545,R1328,28/01/2019 07:00,28:12.0,0
T461,R1329,28/01/2019 07:00,52:48.0,1
T525,R1335,28/01/2019 07:00,20:24.0,1
T290,R1337,28/01/2019 07:00,48:36.0,0
T315,R1338,28/01/2019 07:00,33:36.0,0
T605,R1340,28/01/2019 07:00,14:24.0,0
T505,R1341,28/01/2019 07:00,57:36.0,1
T250,R1342,28/01/2019 07:00,49:48.0,1
T286,R1343,28/01/2019 07:00,15:00.0,0
T181,R1344,28/01/2019 07:00,16:48.0,1
T194,R1345,28/01/2019 07:00,06:36.0,1
T231,R1350,28/01/2019 07:00,54:36.0,1
T68,R1354,28/01/2019 07:00,21:00.0,0
T98,R1355,28/01/2019 07:00,33:36.0,0
T195,R1357,28/01/2019 07:00,36:36.0,1
T5,R1358,28/01/2019 07:00,59:24.0,0
T370,R1359,28/01/2019 07:00,18:00.0,0
T590,R1360,28/01/2019 07:00,10:12.0,1
T530,R1361,28/01/2019 07:00,48:36.0,0
T617,R1363,28/01/2019 07:00,01:48.0,1
T318,R1364,28/01/2019 07:00,37:12.0,0
T603,R1365,28/01/2019 07:00,37:12.0,0
T361,R1367,28/01/2019 07:00,37:12.0,0
T552,R1369,28/01/2019 07:00,42:36.0,0
T104,R1370,28/01/2019 07:00,34:48.0,1
T475,R1371,28/01/2019 07:00,37:12.0,0
T359,R1372,28/01/2019 07:00,45:00.0,1
T559,R1373,28/01/2019 07:00,37:12.0,0
T457,R1374,28/01/2019 07:00,19:48.0,1
T236,R1375,28/01/2019 07:00,07:48.0,1
T109,R1376,28/01/2019 07:00,31:12.0,0
T292,R1377,28/01/2019 07:00,11:24.0,1
T201,R1378,28/01/2019 07:00,45:00.0,0
T157,R1379,28/01/2019 07:00,37:12.0,0
T498,R1380,28/01/2019 07:00,31:48.0,0
T296,R1382,28/01/2019 07:00,57:00.0,0
T222,R1383,28/01/2019 07:00,30:36.0,0
T493,R1385,28/01/2019 07:00,16:48.0,1
T255,R1386,28/01/2019 07:00,16:12.0,0
T161,R1388,28/01/2019 07:00,34:12.0,0
T278,R1389,28/01/2019 07:00,51:00.0,0
T177,R1390,28/01/2019 07:00,15:36.0,1
T353,R1391,28/01/2019 07:00,53:24.0,1
T226,R1392,28/01/2019 07:00,08:24.0,0
T469,R1393,28/01/2019 07:00,58:12.0,0
T390,R1398,28/01/2019 07:00,52:12.0,0
T294,R1402,28/01/2019 07:00,22:12.0,0
T549,R1403,28/01/2019 07:00,22:12.0,1
T23,R1406,28/01/2019 07:00,30:36.0,0
T107,R1407,28/01/2019 07:00,31:48.0,0
T377,R1409,28/01/2019 07:00,10:12.0,1
T357,R1411,28/01/2019 07:00,03:36.0,0
T341,R1412,28/01/2019 07:00,40:12.0,0
T391,R1413,28/01/2019 07:00,09:36.0,0
T78,R1415,28/01/2019 07:00,27:36.0,0
T486,R1417,28/01/2019 07:00,28:48.0,0
T518,R1418,28/01/2019 07:00,13:12.0,1
T36,R1419,28/01/2019 07:00,45:36.0,1
T274,R1421,28/01/2019 07:00,37:12.0,0
T324,R1424,28/01/2019 07:00,02:24.0,0
T422,R1425,28/01/2019 07:00,50:24.0,1
T531,R1426,28/01/2019 07:00,03:36.0,0
T321,R1427,28/01/2019 07:00,12:00.0,0
T184,R1428,28/01/2019 07:00,06:36.0,0
T580,R1430,28/01/2019 07:00,19:12.0,0
T367,R1431,28/01/2019 07:00,55:48.0,1
T532,R1433,28/01/2019 07:00,07:48.0,0
T180,R1434,28/01/2019 07:00,16:12.0,0
T8,R1436,28/01/2019 07:00,39:36.0,0
T202,R1437,28/01/2019 07:00,21:36.0,0
T378,R1440,28/01/2019 07:00,11:24.0,0
T516,R1441,28/01/2019 07:00,43:12.0,0
T228,R1443,28/01/2019 07:00,06:00.0,0
T587,R1445,28/01/2019 07:00,29:24.0,0
T248,R1446,28/01/2019 07:00,47:24.0,0
T244,R1449,28/01/2019 07:00,00:00.0,0
T372,R1450,28/01/2019 07:00,51:36.0,0
T441,R1451,28/01/2019 07:00,07:12.0,1
T261,R1452,28/01/2019 07:00,18:00.0,0
T581,R1453,28/01/2019 07:00,15:36.0,0
T519,R1454,28/01/2019 07:00,07:12.0,1
T18,R1456,28/01/2019 07:00,57:00.0,0
T282,R1457,28/01/2019 07:00,45:36.0,1
T151,R1459,28/01/2019 07:00,22:48.0,0
T423,R1460,28/01/2019 07:00,00:36.0,0
T121,R1463,28/01/2019 07:00,16:48.0,0
T243,R1465,28/01/2019 07:00,01:12.0,0
T101,R1467,28/01/2019 07:00,58:48.0,1
T52,R1468,28/01/2019 07:00,23:24.0,0
T537,R1469,28/01/2019 07:00,19:48.0,1
T392,R1471,28/01/2019 07:00,45:36.0,0
T379,R1472,28/01/2019 07:00,58:12.0,0
T249,R1473,28/01/2019 07:00,09:00.0,0
T463,R1475,28/01/2019 07:00,02:24.0,1
T108,R1476,28/01/2019 07:00,28:12.0,1
T237,R1479,28/01/2019 07:00,17:24.0,0
T585,R1481,28/01/2019 07:00,12:36.0,0
T466,R1482,28/01/2019 07:00,20:24.0,1
T281,R1484,28/01/2019 07:00,21:36.0,0
T185,R1485,28/01/2019 07:00,21:36.0,0
T362,R1486,28/01/2019 07:00,55:12.0,0
T517,R1487,28/01/2019 07:00,24:36.0,0
T563,R1488,28/01/2019 07:00,21:00.0,1
T511,R1489,28/01/2019 07:00,20:24.0,0
T437,R1494,28/01/2019 07:00,16:12.0,0
T58,R1497,28/01/2019 07:00,22:48.0,0
T140,R1498,28/01/2019 07:00,04:12.0,0
T502,R1499,28/01/2019 07:00,39:00.0,1
T145,R1500,28/01/2019 07:00,19:12.0,0
T583,R1501,28/01/2019 07:00,32:24.0,0
T176,R1502,28/01/2019 07:00,31:12.0,1
T239,R1504,28/01/2019 07:00,57:36.0,0
T9,R1505,28/01/2019 07:00,54:00.0,0
T262,R1507,28/01/2019 07:00,12:36.0,1
T568,R1508,28/01/2019 07:00,16:12.0,0
T240,R1509,28/01/2019 07:00,46:48.0,1
T128,R1511,28/01/2019 07:00,05:24.0,0
T192,R1513,28/01/2019 07:00,07:48.0,0
T544,R1514,28/01/2019 07:00,42:36.0,1
T267,R1515,28/01/2019 07:00,45:36.0,1
T117,R1516,28/01/2019 07:00,49:48.0,0
T103,R1517,28/01/2019 07:00,07:48.0,1
T59,R1519,28/01/2019 07:00,45:36.0,0
T2,R1520,28/01/2019 07:00,03:36.0,0
T447,R1521,28/01/2019 07:00,58:48.0,1
T310,R1523,28/01/2019 07:00,02:24.0,1
T510,R1524,28/01/2019 07:00,00:00.0,1
T280,R1527,28/01/2019 07:00,27:00.0,0
T134,R1529,28/01/2019 07:00,30:36.0,0
T159,R1530,28/01/2019 07:00,31:48.0,0
T146,R1532,28/01/2019 07:00,39:36.0,0
T152,R1533,28/01/2019 07:00,31:48.0,0
T405,R1534,28/01/2019 07:00,12:00.0,0
T259,R1535,28/01/2019 07:00,36:00.0,0
T142,R1536,28/01/2019 07:00,05:24.0,1
T147,R1537,28/01/2019 07:00,06:00.0,1
T399,R1542,28/01/2019 07:00,15:00.0,0
T495,R1545,28/01/2019 07:00,24:36.0,0
T75,R1546,28/01/2019 07:00,40:48.0,0
T420,R1547,28/01/2019 07:00,15:36.0,0
T450,R1548,28/01/2019 07:00,48:00.0,0
T260,R1549,28/01/2019 07:00,17:24.0,0
T241,R1550,28/01/2019 07:00,34:12.0,1
T89,R1551,28/01/2019 07:00,37:12.0,1
T459,R1552,28/01/2019 07:00,51:36.0,0
T139,R1553,28/01/2019 07:00,56:24.0,0
T258,R1555,28/01/2019 07:00,27:00.0,0
T300,R1556,28/01/2019 07:00,12:36.0,0
T219,R1557,28/01/2019 07:00,07:48.0,1
T343,R1559,28/01/2019 07:00,35:24.0,0
T435,R1561,28/01/2019 07:00,22:48.0,0
T116,R1562,28/01/2019 07:00,03:00.0,1
T612,R1563,28/01/2019 07:00,49:12.0,0
T329,R1564,28/01/2019 07:00,28:12.0,0
T438,R1565,28/01/2019 07:00,31:12.0,1
T415,R1566,28/01/2019 07:00,02:24.0,0
T65,R1567,28/01/2019 07:00,58:12.0,0
T431,R1568,28/01/2019 07:00,03:36.0,0
T199,R1569,28/01/2019 07:00,25:48.0,0
T536,R1570,28/01/2019 07:00,30:00.0,1
T419,R1571,28/01/2019 07:00,03:36.0,0
T470,R1572,28/01/2019 07:00,59:24.0,1
T363,R1574,28/01/2019 07:00,47:24.0,0
T429,R1575,28/01/2019 07:00,21:00.0,1
T402,R1577,28/01/2019 07:00,21:00.0,0
T602,R1578,28/01/2019 07:00,37:48.0,0
T277,R1580,28/01/2019 07:00,10:48.0,0
T166,R1581,28/01/2019 07:00,41:24.0,0
T135,R1582,28/01/2019 07:00,32:24.0,0
T204,R1583,28/01/2019 07:00,22:12.0,0
T223,R1584,28/01/2019 07:00,22:48.0,0
T350,R1585,28/01/2019 07:00,09:00.0,0
T407,R1590,28/01/2019 07:00,17:24.0,0
T578,R1593,28/01/2019 07:00,07:12.0,1
T326,R1594,28/01/2019 07:00,31:48.0,0
T540,R1595,28/01/2019 07:00,42:00.0,0
T514,R1596,28/01/2019 07:00,40:48.0,0
T66,R1597,28/01/2019 07:00,15:00.0,1
T554,R1598,28/01/2019 07:00,55:12.0,0
T436,R1599,28/01/2019 07:00,33:00.0,0
T352,R1600,28/01/2019 07:00,27:00.0,0
T64,R1601,28/01/2019 07:00,51:36.0,0
T97,R1603,28/01/2019 07:00,09:00.0,1
T100,R1604,28/01/2019 07:00,07:12.0,0
T45,R1605,28/01/2019 07:00,08:24.0,1
T468,R1607,28/01/2019 07:00,40:12.0,0
T328,R1609,28/01/2019 07:00,09:00.0,0
T158,R1610,28/01/2019 07:00,03:36.0,0
T382,R1611,28/01/2019 07:00,19:12.0,0
T615,R1612,28/01/2019 07:00,52:48.0,1
T462,R1613,28/01/2019 07:00,11:24.0,0
T301,R1614,28/01/2019 07:00,50:24.0,1
T303,R1615,28/01/2019 07:00,09:00.0,0
T535,R1616,28/01/2019 07:00,58:48.0,0
T31,R1617,28/01/2019 07:00,25:48.0,0
T586,R1618,28/01/2019 07:00,10:48.0,1
T105,R1619,28/01/2019 07:00,38:24.0,0
T225,R1620,28/01/2019 07:00,03:00.0,1
T233,R1622,28/01/2019 07:00,51:00.0,0
T499,R1623,28/01/2019 07:00,15:00.0,0
T95,R1625,28/01/2019 07:00,04:48.0,0
T562,R1626,28/01/2019 07:00,15:36.0,0
T408,R1628,28/01/2019 07:00,43:48.0,1
T187,R1629,28/01/2019 07:00,55:12.0,0
T7,R1630,28/01/2019 07:00,55:12.0,1
T440,R1631,28/01/2019 07:00,48:36.0,1
T465,R1632,28/01/2019 07:00,39:00.0,0
T311,R1633,28/01/2019 07:00,18:00.0,1
T483,R1638,28/01/2019 07:00,22:48.0,1
T127,R1642,28/01/2019 07:00,42:36.0,1
T538,R1643,28/01/2019 07:00,34:48.0,0
T509,R1646,28/01/2019 07:00,01:48.0,0
T55,R1647,28/01/2019 07:00,27:00.0,0
T319,R1649,28/01/2019 07:00,21:00.0,1
T48,R1651,28/01/2019 07:00,15:36.0,1
T30,R1652,28/01/2019 07:00,10:48.0,1
T34,R1653,28/01/2019 07:00,07:48.0,0
T433,R1655,28/01/2019 07:00,55:12.0,0
T557,R1657,28/01/2019 07:00,52:48.0,1
T120,R1658,28/01/2019 07:00,10:12.0,0
T287,R1659,28/01/2019 07:00,31:12.0,0
T271,R1661,28/01/2019 07:00,45:00.0,0
T170,R1662,28/01/2019 07:00,03:36.0,0
T270,R1665,28/01/2019 07:00,30:00.0,1
T125,R1666,28/01/2019 07:00,10:48.0,1
T221,R1667,28/01/2019 07:00,12:00.0,0
T365,R1668,28/01/2019 07:00,43:12.0,0
T410,R1670,28/01/2019 07:00,41:24.0,0
T439,R1671,28/01/2019 07:00,11:24.0,0
T570,R1673,28/01/2019 07:00,32:24.0,1
T168,R1674,28/01/2019 07:00,07:48.0,1
T37,R1676,28/01/2019 07:00,52:12.0,1
T485,R1677,28/01/2019 07:00,49:48.0,0
T79,R1680,28/01/2019 07:00,32:24.0,0
T61,R1681,28/01/2019 07:00,45:36.0,0
T21,R1686,28/01/2019 07:00,50:24.0,0
T71,R1690,28/01/2019 07:00,03:36.0,0
T3,R1691,28/01/2019 07:00,47:24.0,1
T417,R1693,28/01/2019 07:00,56:24.0,1
T217,R1694,28/01/2019 07:00,43:12.0,0
T51,R1695,28/01/2019 07:00,45:36.0,0
T598,R1696,28/01/2019 07:00,54:36.0,1
T214,R1697,28/01/2019 07:00,13:12.0,0
T198,R1699,28/01/2019 07:00,49:48.0,0
T213,R1700,28/01/2019 07:00,27:00.0,1
T193,R1701,28/01/2019 07:00,05:24.0,0
T77,R1703,28/01/2019 07:00,00:36.0,0
T208,R1705,28/01/2019 07:00,48:36.0,0
T375,R1706,28/01/2019 07:00,02:24.0,0
T489,R1707,28/01/2019 07:00,18:36.0,0
T401,R1709,28/01/2019 07:00,37:12.0,0
T452,R1710,28/01/2019 07:00,12:00.0,0
T306,R1711,28/01/2019 07:00,02:24.0,1
T17,R1712,28/01/2019 07:00,02:24.0,1
T616,R1713,28/01/2019 07:00,03:36.0,0
T11,R1714,28/01/2019 07:00,38:24.0,1
T210,R1715,28/01/2019 07:00,12:00.0,0
T133,R1716,28/01/2019 07:00,42:36.0,0
T393,R1718,28/01/2019 07:00,03:00.0,0
T4,R1719,28/01/2019 07:00,37:48.0,0
T99,R1721,28/01/2019 07:00,24:36.0,1
T613,R1722,28/01/2019 07:00,06:36.0,1
T456,R1724,28/01/2019 07:00,22:48.0,0
T305,R1725,28/01/2019 07:00,43:12.0,0
T521,R1727,28/01/2019 07:00,09:00.0,1
T86,R1728,28/01/2019 07:00,06:36.0,1
T132,R1729,28/01/2019 07:00,12:36.0,0
T56,R1734,28/01/2019 07:00,46:48.0,0
T394,R1738,28/01/2019 07:00,33:00.0,0
T46,R1739,28/01/2019 07:00,09:00.0,0
T279,R1741,28/01/2019 07:00,09:00.0,1
T550,R1742,28/01/2019 07:00,25:48.0,1
T76,R1743,28/01/2019 07:00,38:24.0,0
T27,R1744,28/01/2019 07:00,49:48.0,1
T398,R1745,28/01/2019 07:00,06:36.0,0
T73,R1747,28/01/2019 07:00,50:24.0,0
T360,R1748,28/01/2019 07:00,34:48.0,0
T229,R1749,28/01/2019 07:00,08:24.0,0
T618,R1751,28/01/2019 07:00,27:00.0,0
T284,R1753,28/01/2019 07:00,31:12.0,0
T504,R1754,28/01/2019 07:00,03:36.0,0
T130,R1755,28/01/2019 07:00,06:00.0,0
T179,R1757,28/01/2019 07:00,31:48.0,0
T54,R1758,28/01/2019 07:00,06:36.0,0
T112,R1759,28/01/2019 07:00,28:12.0,1
T373,R1760,28/01/2019 07:00,00:00.0,1
T122,R1761,28/01/2019 07:00,59:24.0,0
T26,R1762,28/01/2019 07:00,03:00.0,1
T111,R1763,28/01/2019 07:00,43:12.0,0
T355,R1764,28/01/2019 07:00,42:36.0,0
T442,R1766,28/01/2019 07:00,45:00.0,0
